CMDLINE /opt/home/raphaelsourty/miniconda3/envs/fast-plaid/bin/python3.12 test.py --dataset scifact
MEM 0.000000 1759839499.7564
MEM 22.500000 1759839499.8570
MEM 72.000000 1759839499.9574
MEM 146.250000 1759839500.0577
MEM 263.250000 1759839500.1581
MEM 360.000000 1759839500.2585
MEM 382.500000 1759839500.3588
MEM 421.875000 1759839500.4592
MEM 438.750000 1759839500.5598
MEM 448.875000 1759839500.6604
MEM 460.125000 1759839500.7609
MEM 469.125000 1759839500.8614
MEM 475.875000 1759839500.9619
MEM 481.500000 1759839501.0624
MEM 487.125000 1759839501.1629
MEM 540.000000 1759839501.2634
MEM 551.250000 1759839501.3639
MEM 563.625000 1759839501.4641
MEM 571.500000 1759839501.5646
MEM 576.000000 1759839501.6651
MEM 582.750000 1759839501.7657
MEM 583.875000 1759839501.8662
MEM 585.000000 1759839501.9667
MEM 586.125000 1759839502.0672
MEM 586.125000 1759839502.1678
MEM 600.750000 1759839502.2683
MEM 617.625000 1759839502.3688
MEM 648.000000 1759839502.4694
MEM 660.375000 1759839502.5699
MEM 681.750000 1759839502.6704
MEM 700.875000 1759839502.7709
MEM 705.375000 1759839502.8714
MEM 723.375000 1759839502.9719
MEM 724.500000 1759839503.0724
MEM 739.125000 1759839503.1729
MEM 745.875000 1759839503.2734
MEM 765.000000 1759839503.3738
MEM 770.625000 1759839503.4743
MEM 778.500000 1759839503.5748
MEM 783.000000 1759839503.6753
MEM 790.257812 1759839503.7758
MEM 793.632812 1759839503.8763
MEM 793.632812 1759839503.9768
MEM 793.632812 1759839504.0772
MEM 793.632812 1759839504.1777
MEM 795.882812 1759839504.2782
MEM 798.132812 1759839504.3787
MEM 800.382812 1759839504.4792
MEM 803.757812 1759839504.5796
MEM 810.507812 1759839504.6801
MEM 810.507812 1759839504.7806
MEM 824.007812 1759839504.8812
MEM 825.132812 1759839504.9817
MEM 825.132812 1759839505.0821
MEM 826.257812 1759839505.1826
MEM 844.257812 1759839505.2831
MEM 844.257812 1759839505.3836
MEM 865.355469 1759839505.4840
MEM 1035.554688 1759839505.5844
MEM 1077.664062 1759839505.6849
MEM 1092.871094 1759839505.7854
MEM 1063.894531 1759839505.8859
MEM 1136.421875 1759839505.9864
MEM 1224.015625 1759839506.0870
MEM 1085.992188 1759839506.1876
MEM 1147.781250 1759839506.2881
MEM 1160.671875 1759839506.3886
MEM 1146.750000 1759839506.4891
MEM 1119.941406 1759839506.5896
MEM 1155.691406 1759839506.6902
MEM 1130.371094 1759839506.7907
MEM 1105.238281 1759839506.8912
MEM 1144.234375 1759839506.9921
MEM 1136.226562 1759839507.0929
MEM 1098.535156 1759839507.1934
MEM 1122.214844 1759839507.2939
MEM 1125.628906 1759839507.3944
MEM 1126.824219 1759839507.4948
MEM 1177.441406 1759839507.5953
MEM 1212.496094 1759839507.6958
MEM 1140.617188 1759839507.7966
MEM 1179.617188 1759839507.8971
MEM 1165.328125 1759839507.9976
MEM 1185.296875 1759839508.0982
MEM 1265.894531 1759839508.1987
MEM 1138.027344 1759839508.2993
MEM 1233.078125 1759839508.4000
MEM 1285.953125 1759839508.5004
MEM 1167.648438 1759839508.6009
MEM 1234.625000 1759839508.7014
MEM 1265.851562 1759839508.8019
MEM 1244.808594 1759839508.9025
MEM 1194.929688 1759839509.0031
MEM 1220.125000 1759839509.1036
MEM 1249.507812 1759839509.2042
MEM 1294.871094 1759839509.3046
MEM 1265.652344 1759839509.4051
MEM 1237.648438 1759839509.5056
MEM 1281.687500 1759839509.6062
MEM 1331.351562 1759839509.7070
MEM 1312.070312 1759839509.8074
MEM 1282.117188 1759839509.9079
MEM 1308.628906 1759839510.0085
MEM 1297.035156 1759839510.1090
MEM 1297.699219 1759839510.2094
MEM 1345.781250 1759839510.3099
MEM 1340.035156 1759839510.4104
MEM 1361.191406 1759839510.5109
MEM 1331.105469 1759839510.6114
MEM 1283.535156 1759839510.7118
MEM 1314.308594 1759839510.8123
MEM 1365.230469 1759839510.9128
MEM 1310.265625 1759839511.0133
MEM 1376.128906 1759839511.1138
MEM 1363.664062 1759839511.2143
MEM 1403.980469 1759839511.3147
MEM 1432.347656 1759839511.4152
MEM 1361.664062 1759839511.5156
MEM 1407.417969 1759839511.6162
MEM 1515.582031 1759839511.7166
MEM 1410.425781 1759839511.8171
MEM 1499.820312 1759839511.9176
MEM 1508.449219 1759839512.0180
MEM 1461.027344 1759839512.1185
MEM 1461.296875 1759839512.2190
MEM 1532.949219 1759839512.3196
MEM 1578.808594 1759839512.4200
MEM 1596.753906 1759839512.5209
MEM 1565.867188 1759839512.6214
MEM 1575.292969 1759839512.7219
MEM 1611.960938 1759839512.8226
MEM 1588.906250 1759839512.9231
MEM 1562.226562 1759839513.0238
MEM 1561.941406 1759839513.1243
MEM 1593.156250 1759839513.2249
MEM 1610.734375 1759839513.3257
MEM 1642.984375 1759839513.4261
MEM 1676.140625 1759839513.5266
MEM 1664.335938 1759839513.6272
MEM 1676.824219 1759839513.7277
MEM 1707.949219 1759839513.8281
MEM 1627.312500 1759839513.9286
MEM 1694.402344 1759839514.0294
MEM 1683.789062 1759839514.1299
MEM 1684.949219 1759839514.2305
MEM 1739.230469 1759839514.3309
MEM 1776.214844 1759839514.4314
MEM 1721.062500 1759839514.5321
MEM 1770.625000 1759839514.6327
MEM 1683.117188 1759839514.7333
MEM 1769.347656 1759839514.8337
MEM 1783.601562 1759839514.9342
MEM 1771.714844 1759839515.0346
MEM 1771.726562 1759839515.1358
